Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
404,honda,city,manual,13,petrol,1497,61297,1,234000,,,,,
405,tata,nexon,manual,4,petrol,1199,62836,1,763000,,,,,
406,tata,tiago,manual,3,petrol,1199,47603,1,530000,,,,,
407,maruti,ciaz,manual,9,petrol,1373,119079,1,427000,,,,,
408,maruti,new,automatic,4,petrol,998,41307,2,477000,,,,,
409,nissan,magnite,manual,2,petrol,999,26583,1,874000,,,,,
410,tata,tiago,manual,3,petrol,1199,19878,1,574000,,,,,
411,maruti,ciaz,manual,9,petrol,1373,56050,1,512000,,,,,
412,maruti,new,manual,5,petrol,1197,34898,1,474000,,,,,
413,hyundai,verna,manual,12,petrol,1591,38005,1,356000,,,,,
414,renault,triber,manual,2,petrol,999,21089,1,613000,,,,,
415,hyundai,creta,automatic,4,petrol,1353,57541,1,1438000,,,,,
416,renault,kwid,automatic,4,petrol,999,12381,1,399000,,,,,
417,maruti,baleno,manual,4,petrol,1197,38482,1,602000,,,,,
418,maruti,s,manual,4,petrol,998,30057,1,403000,,,,,
419,honda,city,manual,9,petrol,1497,89726,1,523000,,,,,
420,maruti,baleno,manual,3,petrol,1197,20120,1,644000,,,,,
421,honda,brio,manual,9,petrol,1198,96395,1,327000,,,,,
422,hyundai,i20,manual,13,petrol,1197,97272,1,189000,,,,,
423,maruti,baleno,manual,8,petrol,1197,58639,2,459000,,,,,
424,maruti,baleno,manual,4,petrol,1197,31279,1,602000,,,,,
425,hyundai,grand,manual,9,petrol,1197,99108,1,322000,,,,,
426,hyundai,xcent,manual,6,cng,1197,90833,1,462000,,,,,
427,hyundai,i20,manual,13,petrol,,43796,1,214000,,,,,
428,tata,nexon,manual,2,petrol,1199,26202,1,1038000,,,,,
429,maruti,wagon,manual,9,petrol,998,66325,1,312000,,,,,
430,mahindra,xuv500,manual,5,diesel,2179,42625,2,1055000,,,,,
431,hyundai,venue,automatic,5,petrol,998,72340,1,877000,,,,,
432,maruti,baleno,manual,4,petrol,1197,60937,1,589000,,,,,
433,maruti,baleno,manual,4,petrol,1197,35495,1,659000,,,,,
434,hyundai,grand,manual,8,petrol,1197,22581,1,391000,,,,,
435,honda,city,automatic,8,petrol,1497,30591,1,729000,,,,,
436,hyundai,elite,manual,7,petrol,1197,47327,2,502000,,,,,
437,maruti,ritz,manual,13,petrol,1197,43560,1,185000,,,,,
438,maruti,s,manual,4,petrol,998,18518,1,408000,,,,,
439,maruti,new,manual,4,petrol,998,54209,1,451000,,,,,
440,mahindra,xuv300,manual,1,petrol,1197,12061,1,1128000,,,,,
441,hyundai,creta,automatic,7,petrol,1591,41908,1,849000,,,,,
442,hyundai,venue,manual,4,petrol,998,49650,1,860000,,,,,
443,renault,triber,automatic,4,petrol,999,13341,1,664000,,,,,
444,renault,kwid,manual,2,petrol,999,15517,1,432000,,,,,
445,maruti,swift,manual,13,petrol,1197,48906,1,222000,,,,,
446,maruti,s,manual,2,petrol,998,21688,2,405000,,,,,
447,hyundai,grand,manual,8,petrol,1197,97502,1,396000,,,,,
448,tata,nexon,automatic,3,petrol,1199,36520,1,888000,,,,,
449,hyundai,creta,manual,7,petrol,1591,83038,1,715000,,,,,
450,kia,sonet,manual,2,petrol,998,22732,1,1084000,,,,,
451,maruti,wagon,manual,7,petrol,998,43683,2,337000,,,,,
452,kia,seltos,automatic,4,diesel,1493,82433,1,1036000,,,,,
453,maruti,baleno,manual,7,petrol,1197,84098,1,444000,,,,,
454,ford,ecosport,manual,5,diesel,1498,71456,1,695000,,,,,
455,tata,tiago,manual,2,cng,1199,22213,1,675000,,,,,
456,hyundai,xcent,manual,7,petrol,1197,50492,2,400000,,,,,
457,hyundai,creta,automatic,7,petrol,1591,74436,1,817000,,,,,
458,hyundai,grand,manual,11,petrol,1197,71347,2,281000,,,,,
459,renault,triber,manual,4,petrol,999,29244,1,543000,,,,,
460,honda,city,manual,9,petrol,1497,48941,1,573000,,,,,
461,ford,ecosport,manual,5,diesel,1498,68051,1,703000,,,,,
462,honda,amaze,automatic,10,petrol,1198,75833,1,369000,,,,,
463,maruti,xl6,automatic,3,petrol,1462,27739,1,1037000,,,,,
464,maruti,celerio,automatic,8,petrol,998,84574,1,374000,,,,,
465,hyundai,new,manual,5,cng,1086,75012,1,437000,,,,,
466,honda,city,manual,8,petrol,1497,91272,2,606000,,,,,
467,maruti,celerio,automatic,7,petrol,998,43600,1,473000,,,,,
468,maruti,swift,manual,13,petrol,1197,28823,1,223000,,,,,
469,honda,brio,manual,11,petrol,1198,78963,2,252000,,,,,
470,maruti,ciaz,automatic,7,petrol,1373,91712,1,596000,,,,,
471,maruti,new,automatic,2,petrol,998,22666,1,574000,,,,,
472,ford,ecosport,automatic,7,petrol,1499,48832,1,605000,,,,,
473,maruti,baleno,manual,7,petrol,1197,31714,1,485000,,,,,
474,maruti,celerio,automatic,8,petrol,998,65734,1,386000,,,,,
475,maruti,ciaz,automatic,7,petrol,1373,93032,2,527000,,,,,
476,maruti,baleno,manual,7,petrol,1197,29508,2,511000,,,,,
477,maruti,swift,manual,13,petrol,1197,28799,1,222000,,,,,
478,tata,tiago,manual,2,cng,1199,19968,1,626000,,,,,
479,maruti,dzire,automatic,5,petrol,1197,80225,1,628000,,,,,
480,maruti,celerio,automatic,7,petrol,,29841,1,432000,,,,,
481,renault,kwid,automatic,4,petrol,999,52957,1,397000,,,,,
482,tata,tiago,manual,2,cng,1199,12693,1,624000,,,,,
483,maruti,s,manual,4,petrol,998,39602,1,344000,,,,,
484,maruti,swift,manual,12,petrol,1197,54388,1,280000,,,,,
485,maruti,ciaz,manual,6,petrol,1462,76461,2,687000,,,,,
486,mahindra,xuv300,automatic,2,petrol,1197,13045,1,1127000,,,,,
487,maruti,baleno,automatic,6,petrol,1197,54458,2,522000,,,,,
488,maruti,ciaz,automatic,5,petrol,1462,31561,1,761000,,,,,
489,maruti,baleno,manual,3,petrol,1197,33986,1,644000,,,,,
490,maruti,xl6,automatic,5,petrol,1462,54342,1,921000,,,,,
491,tata,tigor,manual,2,cng,1199,39086,1,747000,,,,,
492,mg,hector,manual,3,diesel,1956,64687,1,1548000,,,,,
493,maruti,baleno,manual,4,petrol,1197,51871,2,610000,,,,,
494,maruti,baleno,automatic,6,petrol,1197,70318,1,509000,,,,,
495,hyundai,grand,manual,4,petrol,1197,20631,2,531000,,,,,
496,maruti,wagon,manual,12,petrol,998,32697,1,216000,,,,,
497,maruti,baleno,manual,9,petrol,1197,69308,1,416000,,,,,
498,maruti,celerio,automatic,9,petrol,998,64427,2,324000,,,,,
499,maruti,wagon,manual,10,petrol,998,65948,2,268000,,,,,
500,honda,city,manual,10,petrol,1497,50829,1,497000,,,,,
501,hyundai,i20,manual,13,petrol,1197,34169,1,215000,,,,,
502,toyota,etios,manual,13,petrol,1496,83914,1,212000,,,,,
503,maruti,ciaz,manual,9,petrol,1373,109884,1,424000,,,,,
504,renault,kwid,manual,4,petrol,999,35932,1,408000,,,,,
505,maruti,celerio,automatic,7,petrol,998,41900,1,396000,,,,,
506,renault,kwid,automatic,4,petrol,999,21527,2,418000,,,,,
507,hyundai,grand,automatic,10,petrol,1197,80495,2,360000,,,,,
508,maruti,swift,manual,11,petrol,1197,82502,1,281000,,,,,
509,hyundai,i20,manual,13,petrol,1197,82650,1,209000,,,,,
510,maruti,s,automatic,3,petrol,998,27180,1,466000,,,,,
511,honda,wr-v,manual,4,diesel,1498,45972,1,692000,,,,,
512,toyota,etios,manual,11,petrol,1197,103571,2,257000,,,,,
513,tata,nexon,manual,2,petrol,1199,14842,1,1002000,,,,,
514,maruti,baleno,automatic,7,petrol,1197,40326,2,522000,,,,,
515,hyundai,i20,manual,13,petrol,1197,71630,1,209000,,,,,
516,honda,amaze,manual,9,petrol,1198,95876,1,328000,,,,,
517,maruti,baleno,automatic,6,petrol,1197,37067,1,608000,,,,,
518,hyundai,venue,manual,3,petrol,998,50568,1,881000,,,,,
519,maruti,ritz,manual,13,petrol,1197,41391,1,181000,,,,,
520,mahindra,xuv300,manual,4,petrol,1197,31607,1,859000,,,,,
521,hyundai,creta,manual,5,petrol,1591,19577,1,926000,,,,,
522,tata,nexon,manual,2,petrol,1199,42490,1,975000,,,,,
523,mahindra,xuv300,automatic,4,diesel,1497,64788,1,883000,,,,,
524,ford,ecosport,manual,8,petrol,1499,92575,1,517000,,,,,
525,maruti,xl6,manual,2,petrol,1462,16405,1,1060000,,,,,
526,maruti,new,manual,4,cng,998,67693,1,504000,,,,,
527,maruti,new,manual,2,petrol,998,24887,1,520000,,,,,
528,maruti,ciaz,automatic,6,petrol,1373,119997,1,643000,,,,,
529,maruti,baleno,manual,9,petrol,1197,75397,1,406000,,,,,
530,hyundai,grand,automatic,8,petrol,1197,25133,2,424000,,,,,
531,maruti,celerio,automatic,6,petrol,998,54534,2,412000,,,,,
532,mahindra,xuv300,automatic,3,petrol,1197,16848,1,1108000,,,,,
533,renault,kwid,automatic,4,petrol,999,24963,1,442000,,,,,
534,hyundai,grand,automatic,9,petrol,1197,80208,2,434000,,,,,
535,maruti,swift,manual,7,petrol,1197,58539,1,420000,,,,,
536,maruti,ciaz,manual,7,petrol,1373,60227,1,619000,,,,,
537,nissan,magnite,manual,2,petrol,999,15128,1,616000,,,,,
538,hyundai,grand,manual,7,petrol,,45515,2,417000,,,,,
539,toyota,etios,manual,9,petrol,1496,94749,1,325000,,,,,
540,maruti,celerio,automatic,8,petrol,998,47575,1,429000,,,,,
541,hyundai,grand,manual,8,petrol,1197,72615,1,412000,,,,,
542,hyundai,grand,manual,7,petrol,1197,60546,1,386000,,,,,
543,maruti,s,manual,4,petrol,998,43141,2,386000,,,,,
544,maruti,baleno,automatic,6,petrol,1197,94466,1,475000,,,,,
545,maruti,swift,manual,13,petrol,1197,47760,1,223000,,,,,
546,maruti,ciaz,manual,5,petrol,1462,46705,1,714000,,,,,
547,honda,city,manual,9,petrol,1497,60965,1,551000,,,,,
548,mahindra,xuv300,manual,5,petrol,1197,48044,1,836000,,,,,
549,tata,nexon,manual,3,petrol,1199,29284,1,939000,,,,,
550,hyundai,i10,manual,13,petrol,1197,65182,2,194000,,,,,
551,mahindra,xuv500,automatic,5,diesel,2179,53206,2,1202000,,,,,
552,mahindra,xuv300,manual,3,petrol,1197,12532,1,1011000,,,,,
553,maruti,baleno,manual,7,petrol,1197,78186,1,538000,,,,,
554,maruti,baleno,automatic,7,petrol,1197,36618,1,542000,,,,,
555,tata,tigor,manual,2,cng,1199,37621,1,723000,,,,,
556,maruti,ciaz,manual,9,petrol,1373,94942,1,470000,,,,,
557,maruti,ciaz,manual,5,diesel,1498,92478,3,702000,,,,,
558,hyundai,i10,manual,13,petrol,1197,75338,2,164000,,,,,
559,maruti,baleno,manual,5,petrol,,41726,1,649000,,,,,
560,hyundai,i10,manual,13,petrol,1197,55760,2,178000,,,,,
561,honda,amaze,manual,5,cng,1199,70849,2,514000,,,,,
562,maruti,swift,manual,5,petrol,1197,57073,1,447000,,,,,
563,maruti,swift,manual,5,petrol,1197,43834,1,577000,,,,,
564,tata,altroz,manual,3,petrol,1199,10551,2,522000,,,,,
565,maruti,brezza,manual,1,petrol,1462,8502,2,994000,,,,,
566,mahindra,thar,automatic,3,petrol,1997,38659,2,1231000,,,,,
567,toyota,urban,manual,2,petrol,1462,28970,1,825000,,,,,
568,maruti,brezza,manual,1,petrol,1462,7048,1,1176000,,,,,
569,maruti,dzire,manual,4,petrol,1197,44365,1,583000,,,,,
570,hyundai,elite,manual,9,petrol,1197,76596,2,397000,,,,,
571,kia,seltos,manual,2,diesel,1493,36166,1,1034000,,,,,
572,mg,hector,manual,4,petrol,1451,67143,1,994000,,,,,
573,hyundai,santro,manual,11,petrol,1086,59572,1,197000,,,,,
574,tata,tiago,automatic,1,electric,,10423,1,875000,,,,,
575,maruti,swift,automatic,3,petrol,1197,11486,1,616000,,,,,
576,maruti,ciaz,manual,9,petrol,1373,45419,1,459000,,,,,
577,hyundai,new,manual,2,petrol,998,10797,1,919000,,,,,
578,honda,amaze,manual,2,petrol,1199,10819,1,708000,,,,,
579,jeep,compass,manual,5,diesel,1956,36398,1,1357000,,,,,
580,hyundai,elite,manual,9,petrol,1197,66783,1,428000,,,,,
581,jeep,compass,manual,5,diesel,1956,45323,1,994000,,,,,
582,mahindra,thar,automatic,3,petrol,1997,19467,1,1334000,,,,,
583,honda,amaze,manual,11,petrol,1198,107855,2,249000,,,,,
584,tata,safari,automatic,2,diesel,1956,20858,1,1715000,,,,,
585,honda,amaze,manual,5,petrol,1199,56996,1,581000,,,,,
586,honda,brio,automatic,9,petrol,1198,44303,1,380000,,,,,
587,hyundai,grand,manual,6,petrol,1197,41163,3,382000,,,,,
588,honda,amaze,automatic,6,petrol,1199,49616,2,553000,,,,,
589,maruti,baleno,automatic,4,petrol,1197,27579,2,670000,,,,,
590,maruti,alto,manual,2,petrol,796,2116,1,406000,,,,,
591,honda,amaze,manual,5,petrol,1199,54392,1,562000,,,,,
592,hyundai,i20,manual,9,petrol,1197,51152,1,477000,,,,,
593,maruti,dzire,manual,4,petrol,1197,30892,1,608000,,,,,
594,maruti,wagon,manual,7,petrol,998,43944,1,335000,,,,,
595,renault,triber,manual,2,petrol,999,36809,2,652000,,,,,
596,tata,nexon,automatic,2,diesel,1497,34248,1,1089000,,,,,
597,hyundai,xcent,manual,10,petrol,1197,88848,2,269000,,,,,
598,hyundai,i20,manual,10,petrol,1197,54137,1,362000,,,,,
599,tata,nexon,manual,4,diesel,1497,25672,1,938000,,,,,
600,maruti,alto,manual,8,petrol,796,49442,1,234000,,,,,
601,tata,nexon,manual,2,petrol,1199,30719,1,831000,,,,,
602,maruti,swift,manual,7,cng,1197,88225,1,407000,,,,,
603,mahindra,xuv500,automatic,5,diesel,2179,47525,2,1119000,,,,,
604,maruti,wagon,manual,10,petrol,998,57918,2,251000,,,,,
605,maruti,baleno,automatic,5,petrol,1197,47915,2,627000,,,,,
606,maruti,alto,automatic,7,petrol,998,49080,1,322000,,,,,
607,maruti,baleno,automatic,3,petrol,1197,39272,2,710000,,,,,
608,hyundai,grand,automatic,7,petrol,1197,52658,1,477000,,,,,
609,maruti,celerio,automatic,8,petrol,998,68891,1,360000,,,,,
610,honda,jazz,manual,6,petrol,1199,44929,1,513000,,,,,
611,maruti,new,manual,4,cng,998,65103,1,494000,,,,,
612,hyundai,xcent,manual,10,petrol,1197,89712,2,297000,,,,,
613,tata,nexon,automatic,3,petrol,1199,43545,1,912000,,,,,
614,toyota,etios,manual,13,petrol,1496,71433,1,232000,,,,,
615,maruti,baleno,manual,4,petrol,1197,58514,1,626000,,,,,
616,honda,amaze,manual,9,petrol,1198,115667,1,368000,,,,,
617,maruti,dzire,manual,5,petrol,1197,29453,1,519000,,,,,
618,datsun,redi,manual,4,petrol,999,39841,1,342000,,,,,
619,renault,triber,automatic,3,petrol,999,24365,1,679000,,,,,
620,hyundai,i10,manual,11,petrol,,44757,2,209000,,,,,
621,honda,city,manual,9,cng,1497,77885,1,565000,,,,,
622,maruti,ignis,automatic,6,petrol,1197,42726,2,435000,,,,,
623,honda,amaze,manual,5,petrol,1199,37520,1,630000,,,,,
624,tata,nexon,automatic,2,electric,,56728,1,1350000,,,,,
625,maruti,celerio,automatic,10,petrol,998,102506,1,291000,,,,,
626,kia,carens,manual,2,petrol,1353,17046,2,1441000,,,,,
627,hyundai,elite,manual,8,petrol,1197,84053,1,434000,,,,,
628,hyundai,creta,manual,8,petrol,1591,69725,1,684000,,,,,
629,hyundai,aura,manual,2,cng,1197,17709,1,750000,,,,,
630,kia,seltos,automatic,5,diesel,1493,29529,1,1249000,,,,,
631,datsun,redi,manual,6,petrol,799,45255,1,225000,,,,,
632,hyundai,elite,manual,5,petrol,1197,32118,1,662000,,,,,
633,maruti,wagon,manual,8,petrol,998,79338,1,325000,,,,,
634,honda,brio,manual,10,petrol,1198,58114,1,290000,,,,,
635,maruti,swift,manual,4,petrol,1197,39683,1,485000,,,,,
636,mahindra,xuv300,manual,4,diesel,,79567,1,820000,,,,,
637,hyundai,xcent,manual,6,cng,1197,103921,1,438000,,,,,
638,kia,seltos,automatic,2,diesel,,39906,1,1608000,,,,,
639,hyundai,grand,manual,3,petrol,1197,14126,1,553000,,,,,
640,maruti,wagon,manual,10,petrol,998,53493,1,262000,,,,,
641,mg,hector,manual,3,petrol,1451,38816,1,1503000,,,,,
642,hyundai,aura,manual,2,petrol,1197,25009,1,657000,,,,,
643,hyundai,creta,automatic,4,petrol,1353,48230,2,1414000,,,,,
644,mahindra,bolero,manual,3,diesel,1493,35315,1,860000,,,,,
645,mahindra,scorpio,manual,3,diesel,2179,68721,1,1480000,,,,,
646,honda,amaze,manual,6,cng,,73050,1,492000,,,,,
647,maruti,swift,manual,8,petrol,1197,50176,1,390000,,,,,
648,maruti,wagon,manual,6,cng,998,65780,2,351000,,,,,
649,hyundai,verna,manual,7,petrol,1591,87228,1,739000,,,,,
650,maruti,swift,manual,9,petrol,1197,43805,1,372000,,,,,
651,maruti,swift,automatic,3,petrol,1197,29279,1,647000,,,,,
652,honda,jazz,automatic,6,petrol,,55884,1,616000,,,,,
653,hyundai,elite,manual,5,petrol,1197,69807,3,447000,,,,,
654,kia,seltos,manual,2,diesel,1493,44548,1,1340000,,,,,
655,maruti,wagon,manual,10,cng,998,81616,2,280000,,,,,
656,maruti,alto,manual,6,petrol,796,68182,2,272000,,,,,
657,maruti,ciaz,automatic,2,petrol,1462,29231,1,1055000,,,,,
658,maruti,ignis,manual,6,petrol,1197,57568,1,432000,,,,,
659,maruti,dzire,manual,5,petrol,1197,43305,1,553000,,,,,
660,renault,kwid,automatic,7,petrol,999,56687,1,279000,,,,,
661,mahindra,kuv100,manual,8,petrol,1198,27368,1,337000,,,,,
662,tata,tigor,manual,2,cng,,32677,1,727000,,,,,
663,honda,city,manual,7,petrol,1497,70725,2,613000,,,,,
664,kia,seltos,automatic,3,petrol,1353,13153,1,1491000,,,,,
665,honda,amaze,manual,5,petrol,1199,58524,2,504000,,,,,
666,maruti,vitara,manual,4,petrol,1462,82142,1,730000,,,,,
667,hyundai,i20,manual,10,cng,1197,83724,2,362000,,,,,
668,maruti,wagon,manual,11,petrol,998,19147,2,247000,,,,,
669,hyundai,new,manual,5,cng,1086,63126,1,474000,,,,,
670,hyundai,elite,manual,9,cng,1197,71476,1,443000,,,,,
671,tata,tigor,manual,2,cng,1199,40949,1,721000,,,,,
672,maruti,alto,manual,7,petrol,998,98904,1,273000,,,,,
673,tata,nexon,automatic,1,electric,,40647,1,1411000,,,,,
674,ford,ecosport,manual,11,petrol,1499,79269,1,335000,,,,,
675,honda,wr-v,manual,7,petrol,1199,52817,2,537000,,,,,
676,hyundai,elite,manual,9,petrol,1197,101695,2,429000,,,,,
677,maruti,dzire,manual,6,petrol,1197,76745,1,590000,,,,,
678,maruti,s,automatic,4,petrol,998,31302,1,436000,,,,,
679,hyundai,grand,automatic,5,petrol,1197,23115,1,607000,,,,,
680,kia,seltos,manual,2,petrol,1497,29134,1,1222000,,,,,
681,maruti,baleno,automatic,8,petrol,1197,89112,1,475000,,,,,
682,maruti,ignis,automatic,2,petrol,1197,20115,1,625000,,,,,
683,mahindra,xuv700,automatic,2,diesel,2184,26005,1,1593000,,,,,
684,honda,br-v,manual,6,petrol,1497,35709,1,721000,,,,,
685,ford,ecosport,manual,3,diesel,1498,70310,1,831000,,,,,
686,maruti,swift,manual,6,petrol,1197,73844,2,537000,,,,,
687,hyundai,elite,manual,9,petrol,1197,54932,1,455000,,,,,
688,honda,amaze,manual,7,petrol,1198,45651,2,424000,,,,,
689,tata,tiago,manual,7,petrol,1199,73180,1,387000,,,,,
690,maruti,swift,manual,3,petrol,1197,52266,1,584000,,,,,
691,hyundai,new,manual,3,petrol,1197,44186,1,709000,,,,,
692,honda,city,manual,8,cng,1497,71930,2,570000,,,,,
693,maruti,alto,manual,1,petrol,998,7540,1,466000,,,,,
694,maruti,eeco,manual,1,cng,1197,28162,1,614000,,,,,
695,honda,wr-v,manual,5,petrol,1199,79639,1,694000,,,,,
696,tata,nexon,manual,6,petrol,1198,36153,2,548000,,,,,
697,mg,hector,automatic,1,petrol,1451,30857,1,2004000,,,,,
698,ford,ecosport,manual,3,diesel,1498,24617,1,873000,,,,,
699,tata,safari,automatic,2,diesel,1956,44610,1,1655000,,,,,
700,nissan,micra,manual,12,petrol,1198,86119,1,184000,,,,,
701,mahindra,xuv300,manual,1,diesel,1497,6428,1,1400000,,,,,
702,hyundai,eon,manual,10,petrol,814,43937,1,218000,,,,,
703,honda,city,automatic,2,petrol,1498,9308,1,1144000,,,,,
704,hyundai,creta,manual,7,petrol,1591,31841,1,771000,,,,,
705,honda,amaze,automatic,5,petrol,1498,49976,1,660000,,,,,
706,hyundai,verna,manual,11,petrol,1591,77451,2,387000,,,,,
707,hyundai,creta,manual,7,petrol,1591,53041,2,701000,,,,,
708,maruti,swift,manual,10,petrol,1197,73079,1,372000,,,,,
709,toyota,innova,manual,2,petrol,2694,21296,1,2051000,,,,,
710,honda,amaze,manual,9,petrol,1198,27779,1,367000,,,,,
711,ford,ecosport,manual,5,petrol,1497,74910,1,692000,,,,,
712,hyundai,grand,manual,5,petrol,1197,72742,1,462000,,,,,
713,tata,safari,automatic,3,diesel,1956,62380,1,1864000,,,,,
714,honda,jazz,automatic,3,petrol,1199,30141,1,786000,,,,,
715,renault,duster,automatic,6,petrol,1498,107311,1,614000,,,,,
716,maruti,alto,manual,2,cng,796,21397,1,427000,,,,,
717,mahindra,xuv300,manual,2,diesel,,57845,1,935000,,,,,
718,hyundai,verna,manual,7,petrol,1591,97913,2,676000,,,,,
719,maruti,alto,automatic,8,petrol,998,44902,2,289000,,,,,
720,hyundai,grand,manual,5,petrol,1197,42870,1,498000,,,,,
721,honda,amaze,manual,6,diesel,1498,33476,1,752000,,,,,
722,honda,city,manual,11,petrol,1497,84818,1,471000,,,,,
723,renault,duster,manual,9,diesel,,94510,2,574000,,,,,
724,ford,ecosport,manual,8,petrol,1499,71617,1,625000,,,,,
725,renault,duster,manual,7,diesel,1461,71918,2,749000,,,,,
726,maruti,alto,manual,8,petrol,998,65574,3,318000,,,,,
727,maruti,celerio,automatic,6,petrol,998,40683,1,504000,,,,,
728,maruti,baleno,manual,2,petrol,1197,23050,1,754000,,,,,
729,hyundai,i20,manual,10,diesel,1396,35024,1,520000,,,,,
730,mahindra,xuv700,automatic,1,petrol,1997,11330,1,2487000,,,,,
731,tata,altroz,manual,4,petrol,1199,11336,1,735000,,,,,
732,renault,kwid,automatic,4,petrol,999,24745,1,483000,,,,,
733,mahindra,thar,automatic,1,petrol,1997,11796,1,1445000,,,,,
734,maruti,celerio,manual,9,petrol,998,31672,1,414000,,,,,
735,hyundai,grand,manual,6,petrol,1197,26623,2,483000,,,,,
736,maruti,celerio,automatic,5,petrol,998,56397,1,483000,,,,,
737,hyundai,i20,manual,14,petrol,,62220,2,271000,,,,,
738,renault,kwid,automatic,7,petrol,999,46878,2,357000,,,,,
739,maruti,wagon,automatic,8,petrol,998,21014,1,431000,,,,,
740,maruti,celerio,manual,9,petrol,998,69696,1,418000,,,,,
741,hyundai,elite,manual,8,petrol,1197,43248,1,658000,,,,,
742,tata,altroz,manual,1,petrol,1199,14929,1,897000,,,,,
743,renault,triber,manual,3,petrol,999,54387,1,590000,,,,,
744,kia,seltos,manual,5,diesel,1493,40508,2,1120000,,,,,
745,hyundai,i10,manual,11,petrol,1197,97083,1,350000,,,,,
746,tata,altroz,manual,2,petrol,1199,16535,1,866000,,,,,
747,maruti,swift,manual,10,petrol,,32533,1,480000,,,,,
748,volkswagen,ameo,automatic,6,diesel,1498,63632,2,692000,,,,,
749,tata,harrier,manual,2,diesel,1956,49190,1,1687000,,,,,
750,kia,seltos,automatic,4,diesel,1493,94361,2,1020000,,,,,
751,renault,kwid,automatic,4,petrol,999,27782,1,483000,,,,,
752,maruti,celerio,manual,7,petrol,998,38004,2,452000,,,,,
753,maruti,swift,manual,8,petrol,1197,57333,1,619000,,,,,
754,hyundai,verna,manual,8,diesel,1582,69384,2,730000,,,,,
755,hyundai,new,automatic,3,petrol,1197,30962,2,863000,,,,,
756,renault,triber,manual,3,petrol,999,37624,1,706000,,,,,
757,maruti,ignis,manual,1,petrol,1197,19575,1,692000,,,,,
758,hyundai,creta,automatic,9,diesel,1582,106215,1,835000,,,,,
759,maruti,alto,manual,1,petrol,998,9152,1,541000,,,,,
760,tata,nexon,automatic,4,petrol,1199,45096,1,997000,,,,,
